source_file,case_name,court,year,courtlistener_cluster_id,courtlistener_url,database_sources,source_text_status,sha256_lf
"9917811_2024_G.P. v. Wyndham Hotels _ Resorts, Inc._ohsd",,,,9917811,https://www.courtlistener.com/api/rest/v4/clusters/9917811/,RA; claims; csv,,
"9917816_2024_H.S. v. Red Roof Inns, Inc._ohsd",,,,9917816,https://www.courtlistener.com/api/rest/v4/clusters/9917816/,RA; claims; csv,,
"9917819_2024_A.M. v. Wyndham Hotels and Resorts, Inc._ohsd",,,,9917819,https://www.courtlistener.com/api/rest/v4/clusters/9917819/,RA; claims; csv,,
"9917837_2024_A.M. v. Wyndham Hotels and Resorts, Inc._ohsd",,,,9917837,https://www.courtlistener.com/api/rest/v4/clusters/9917837/,RA; claims; csv,,
"9917887_2024_K.R.L. v. Red Roof Inns, Inc._ohsd",,,,9917887,https://www.courtlistener.com/api/rest/v4/clusters/9917887/,RA; claims; csv,,
"9917889_2024_K.D. v. Red Roof Inns, Inc._ohsd",,,,9917889,https://www.courtlistener.com/api/rest/v4/clusters/9917889/,RA; claims; csv,,
9917897_2024_Chapman v. Columbus Metropolitan Housing Authority_ohsd,Tasha Chapman v. Columbus Metropolitan Housing Authority,S.D. Ohio,2024,9917897,https://www.courtlistener.com/api/rest/v4/clusters/9917897/,RA; 3604; claims; csv,on file with author,1654febb625384dbefb45f6ceb0755c66c9d112e286d3c3a4c1b726a7ce9c063
"9917911_2024_Oliver v. Etna Township, Ohio_ohsd","Consuella Oliver et al. v. Etna Township, Ohio","S.D. Ohio, Eastern Division",2024,9917911,https://www.courtlistener.com/api/rest/v4/clusters/9917911/,RA; claims; csv,,
"9918050_2024_Clark v. Blueprint Investments, LLC_ohsd","April Clark v. Blueprint Investments, LLC",S.D. Ohio,2024,9918050,https://www.courtlistener.com/api/rest/v4/clusters/9918050/,RA; claims; csv; phase1_patch,,
"9919221_2023_Watkins v. Housing Authority of the City of Hugo, The_oked",Watkins v. Housing Authority of the City of Hugo,E.D. Okla.,2023,9919221,https://www.courtlistener.com/api/rest/v4/clusters/9919221/,RA; claims; csv,,
"9919451_2024_Metropolitan Fair Housing Council of Oklahoma, Inc v. Feiock_oked","Metropolitan Fair Housing Council of Oklahoma, Inc. v. Feiock",E.D. Okla.,2024,9919451,https://www.courtlistener.com/api/rest/v4/clusters/9919451/,RA; 3604; claims; csv,,
"9919649_2019_Shaw v. Cherokee Meadows, LP_oknd","Della Shaw, Sherlyne Turner, Bertha Johnson, and Mary Rand v. Cherokee Meadows, LP; Carland Group, LLC; Redbud Contractors, LLC; Carland Properties, LLC; and Blackledge & Associates",N.D. Okla.,2019,9919649,https://www.courtlistener.com/api/rest/v4/clusters/9919649/,3604; claims; csv,,
"9919652_2019_Shaw v. Cherokee Meadows, LP_oknd","Shaw v. Cherokee Meadows, LP",N.D. Okla.,2019,9919652,https://www.courtlistener.com/api/rest/v4/clusters/9919652/,3604; claims; csv,,
"9919745_2019_Shaw v. Cherokee Meadows, LP_oknd","Della Shaw, Sherlyne Turner, Bertha Johnson, and Mary Rand v. Cherokee Meadows, LP; Carland Group, LLC; Redbud Contractors, LLC; Carland Properties, LLC; and Blackledge & Associates",N.D. Okla.,2019,9919745,https://www.courtlistener.com/api/rest/v4/clusters/9919745/,3604; claims; csv,,
"9920067_2021_Backus v. I.Q. Data International, Inc._oknd","Joseph Backus v. I.Q. Data International, Inc., Tulsa Greenbriar I, LLC, and Gaines Investment Trust",N.D. Okla.,2021,9920067,https://www.courtlistener.com/api/rest/v4/clusters/9920067/,RA; 3604; claims; csv,on file with author,f6acce60280da9fa3c02880650bc8c814ca70f159053fb05e21c2894830ea7fa
"9920331_2022_Backus v. I.Q. Data International, Inc._oknd","Joseph Backus v. Tulsa Greenbriar I, LLC and Gaines Investment Trust",N.D. Okla.,2022,9920331,https://www.courtlistener.com/api/rest/v4/clusters/9920331/,RA; 3604; claims; csv,on file with author,5e81ef1b63be45e1be45c9519aad611c62ffb4fabe862bc92286da8e10d3f5b1
"9920603_2023_Gotcher v. PC Woodland Manor, LLC_oknd","Gina Gotcher v. PC Woodland Manor, LLC and RPM Living, LLC",N.D. Okla.,2023,9920603,https://www.courtlistener.com/api/rest/v4/clusters/9920603/,RA; claims; csv; phase1_patch,,
9920742_2023_Webster v. Fairway Management Inc_oknd,"Stephany Webster v. Fairway Management, Inc., et al.",N.D. Okla.,2023,9920742,https://www.courtlistener.com/api/rest/v4/clusters/9920742/,RA; claims; csv,on file with author,b3a48acd05cbd0f624f1b317f2cb477be9fb68d881d8edefa87b8db73c705b8c
9920842_2024_Rivera v. Naifeh_oknd,"Idalys Torres Rivera v. Charo Naifeh, Casa Light Realty, LLC, and Platinum Investment Group, LLC",N.D. Okla.,2024,9920842,https://www.courtlistener.com/api/rest/v4/clusters/9920842/,RA; claims; csv,,
9921378_2019_Bowman v. Merrimac Real Estate Holdings II LLC_okwd,"Dana Bowman v. Merrimac Real Estate Holdings II, LLC",W.D. Okla.,2019,9921378,https://www.courtlistener.com/api/rest/v4/clusters/9921378/,3604; claims; csv,,
9921649_2020_McAdoo v. Vici Community Development Corp_okwd,"Judy McAdoo v. Vici Community Development Corp., Cindy Arnold, and Amanda Gresham",W.D. Okla.,2020,9921649,https://www.courtlistener.com/api/rest/v4/clusters/9921649/,3604; claims; csv,,
9922046_2021_United States v. Johnson_okwd,United States v. Johnson,W.D. Okla.,2021,9922046,https://www.courtlistener.com/api/rest/v4/clusters/9922046/,RA; claims; csv; phase1_patch,,
9922075_2021_United States v. Johnson_okwd,United States v. Johnson,W.D. Okla.,2021,9922075,https://www.courtlistener.com/api/rest/v4/clusters/9922075/,RA; claims; csv; phase1_patch,,
9922178_2021_Watson v. Vici Community Development Corp_okwd,Watson v. Vici Community Development Corp.,W.D. Okla.,2021,9922178,https://www.courtlistener.com/api/rest/v4/clusters/9922178/,RA; 3604; claims; csv,,
9922307_2021_Melton v. University of Oklahoma_okwd,Sarah Melton v. State of Oklahoma ex rel. University of Oklahoma,W.D. Okla.,2021,9922307,https://www.courtlistener.com/api/rest/v4/clusters/9922307/,RA; 3604; claims; csv,on file with author,6cd25d3826e15921930da9bb267962f32a321462d420409786cc4d7760292ddc
9922623_2021_Choctaw City of v. Edwards_okwd,,,,9922623,https://www.courtlistener.com/api/rest/v4/clusters/9922623/,RA; claims,,
9922649_2021_Miller v. Legacy Bank_okwd,Marquise Miller v. Legacy Bank,W.D. Okla.,2021,9922649,https://www.courtlistener.com/api/rest/v4/clusters/9922649/,RA; claims; csv,on file with author,57b26fcce5db2f3ff33ec211643c2dd6fc41ffbe3e5c931716cb6b66c7d0a05d
9922722_2021_Miller v. Legacy Bank_okwd,Miller v. Legacy Bank,W.D. Okla.,2021,9922722,https://www.courtlistener.com/api/rest/v4/clusters/9922722/,RA; claims; csv; phase1_patch,on file with author,c54935ae5b4d0c8c06b1ef4c3224edd5b91a26b4d4cf844531a548fea85763d4
9922910_2022_Watson v. Vici Community Development Corp_okwd,Watson v. Vici Community Development Corp.,W.D. Okla.,2022,9922910,https://www.courtlistener.com/api/rest/v4/clusters/9922910/,RA; 3604; claims; csv,,
9922959_2022_CDMR LLC v. First United Bank and Trust Company_okwd,Miller v. First United Bank and Trust Company,W.D. Okla.,2022,9922959,https://www.courtlistener.com/api/rest/v4/clusters/9922959/,RA; claims; csv,on file with author,998dc37a08936bbfc47bb81a105985aeed316072a93c090cff320d8ae962c22d
9923075_2022_Miller v. Legacy Bank_okwd,Miller v. Legacy Bank,W.D. Okla.,2022,9923075,https://www.courtlistener.com/api/rest/v4/clusters/9923075/,RA; claims; csv,,
9923176_2022_Watson v. Vici Community Development Corp_okwd,Watson v. Vici Community Development Corp.,W.D. Okla.,2022,9923176,https://www.courtlistener.com/api/rest/v4/clusters/9923176/,RA; claims; csv,,
9923186_2022_CDMR LLC v. First United Bank and Trust Company_okwd,Miller v. First United Bank and Trust Company,W.D. Okla.,2022,9923186,https://www.courtlistener.com/api/rest/v4/clusters/9923186/,RA; 3604; claims; csv,on file with author,2e322b21fd89af3618c06c2dbd72bc803fa914c2ea42d291358b4846198c9c22
9923234_2022_Simmons v. Roth_okwd,,,,9923234,https://www.courtlistener.com/api/rest/v4/clusters/9923234/,RA; claims; csv,,
9923292_2022_Siegel v. Novo Nordisk Inc_okwd,,,,9923292,https://www.courtlistener.com/api/rest/v4/clusters/9923292/,RA; claims; csv,,
9923379_2023_Miller v. Legacy Bank_okwd,Marquise Miller v. Legacy Bank,W.D. Okla.,2023,9923379,https://www.courtlistener.com/api/rest/v4/clusters/9923379/,RA; claims; csv; phase1_patch,,
9923447_2023_CDMR LLC v. First United Bank and Trust Company_okwd,Miller v. First United Bank and Trust Co.,W.D. Okla.,2023,9923447,https://www.courtlistener.com/api/rest/v4/clusters/9923447/,RA; claims; csv,,
9923698_2023_Miller v. Legacy Bank_okwd,Marquise Miller v. Legacy Bank,W.D. Okla.,2023,9923698,https://www.courtlistener.com/api/rest/v4/clusters/9923698/,RA; claims; csv,,
9923757_2023_Blackburn v. Webb_okwd,Tyeashia M. Blackburn et al. v. Kelly Webb et al.,W.D. Okla.,2023,9923757,https://www.courtlistener.com/api/rest/v4/clusters/9923757/,RA; 3604; claims; csv,on file with author,d0f1b4c6273c3b9bc493888c228da3221adf0b9c97c3508343ad9dafc2104b82
9924055_2024_Blackburn v. Webb_okwd,"Tyeashia M. Blackburn; and Lezlie E. Freeman v. Kelly Webb; Rent King, LLC",W.D. Okla.,2024,9924055,https://www.courtlistener.com/api/rest/v4/clusters/9924055/,RA; 3604; claims; csv,,
9924106_2024_Watkins v. Property Management Service Incorporated_okwd,"Donald Watkins v. Property Management Services, Incorporated, et al.",W.D. Okla.,2024,9924106,https://www.courtlistener.com/api/rest/v4/clusters/9924106/,RA; 3604; claims; csv,,
9925253_2020_Hernandez v. Golf Course Estates Home Owners Association_ord,Hernandez v. Golf Course Estates Home Owners Association,D. Or.,2020,9925253,https://www.courtlistener.com/api/rest/v4/clusters/9925253/,3604; claims; csv,,
9926343_2021_Kollenburn v. County of Clackamas_ord,Kollenburn v. County of Clackamas,D. Or.,2021,9926343,https://www.courtlistener.com/api/rest/v4/clusters/9926343/,RA; 3604; claims; csv,,
9926612_2021_Johnson v. Guardian Management_ord,Larry Johnson v. Guardian Management,D. Or.,2021,9926612,https://www.courtlistener.com/api/rest/v4/clusters/9926612/,RA; 3604; claims; csv,,
9926959_2021_Macon v. Parker_ord,"Jenine Kristina Macon v. Proud Ground Organization, Yesika Arevalo, Tyler Koski, Ryan Parker, Katie Ullrich, Pedro Cruz",D. Or.,2021,9926959,https://www.courtlistener.com/api/rest/v4/clusters/9926959/,RA; 3604; claims; csv,on file with author,11b48ef12083bf25aa9ee6e6e4e48476b7718b8760030266879882357d31dd03
9927104_2021_Santarelli v. Grays Landing Apartments_ord,"Stella Santarelli v. Grays Landing Apartments, Maha Kahim, Williams Charles, and Jennifer Schwab",D. Or.,2021,9927104,https://www.courtlistener.com/api/rest/v4/clusters/9927104/,RA; claims; csv; phase1_patch,,
"9927283_2021_Watson v. loanDepot.com, LLC_ord","Watson v. loanDepot.com, LLC",D. Or.,2021,9927283,https://www.courtlistener.com/api/rest/v4/clusters/9927283/,RA; claims; csv; phase1_patch; phase2_extraction,,
9927324_2021_Kononen v. City of Salem Housing Authority_ord,Katie M. Kononen v. City of Salem Housing Authority,D. Or.,2021,9927324,https://www.courtlistener.com/api/rest/v4/clusters/9927324/,RA; 3604; claims; csv,on file with author,d6d54e0584d6893d09d4c5c8139c26a938937eeedb5bd11d25439ae7da8317b4
"9927500_2021_Myers v. Highlands At Vista Ridge Homeowners Association, Inc._ord","Douglas Myers et al. v. Highlands at Vista Ridge Homeowners Association, Inc. et al.",D. Or.,2021,9927500,https://www.courtlistener.com/api/rest/v4/clusters/9927500/,RA; claims; csv; phase1_patch; phase2_extraction,,
"9927566_2022_Allen v. loanDepot.com, LLC_ord","Tracie Allen v. loanDepot.com, LLC",D. Or.,2022,9927566,https://www.courtlistener.com/api/rest/v4/clusters/9927566/,RA; claims; csv; phase1_patch,,
9927731_2022_Johnson v. Guardian Management_ord,Larry Johnson v. Guardian Management and Uptown Towers,D. Or.,2022,9927731,https://www.courtlistener.com/api/rest/v4/clusters/9927731/,RA; 3604; claims; csv,,
"9927839_2022_Total Real Estate Group, LLC v. Strode_ord",,,,9927839,https://www.courtlistener.com/api/rest/v4/clusters/9927839/,RA; claims; csv,,
9928046_2022_Johnson v. Brenneke_ord,"Larry Johnson v. Thomas Brenneke; Garrett Lamar Miles; Guardian Management, LLC; Guardian Real Estate Services; Uptown Tower Apartments; Lisa Simonson; Kelly Paine; and Sunshine Sales",D. Or.,2022,9928046,https://www.courtlistener.com/api/rest/v4/clusters/9928046/,RA; claims; csv; phase1_patch,,
9928113_2022_Johnson v. Guardian Management_ord,Larry Johnson v. Guardian Management and Uptown Towers,D. Or.,2022,9928113,https://www.courtlistener.com/api/rest/v4/clusters/9928113/,RA; 3604; claims; csv,,
9928262_2022_Johnson v. Brenneke_ord,"Larry Johnson v. Thomas Brenneke; Garrett Lamar Miles; Guardian Management, LLC; Guardian Real Estate Services; Uptown Tower Apartments; Lisa Simonson; Kelly Paine; and Sunshine Sales",D. Or.,2022,9928262,https://www.courtlistener.com/api/rest/v4/clusters/9928262/,RA; claims; csv; phase1_patch; phase2_extraction,,
"9928364_2022_Bondick v. Cambridge Real Estate Services, Inc._ord","Bondick v. Cambridge Real Estate Services, Inc.",D. Or.,2022,9928364,https://www.courtlistener.com/api/rest/v4/clusters/9928364/,RA; claims; csv; phase1_patch,on file with author,9aa109053b9c7cbba1995c25b154b67cf2b467b135fe4672758da57e71941dec
9928421_2022_Johnson v. Brenneke_ord,"Larry Johnson v. Thomas Brenneke; Garrett Lamar Miles; Guardian Management, LLC; Guardian Real Estate Services; Uptown Tower Apartments; Lisa Simonson; Kelly Paine; and Sunshine Sales",D. Or.,2022,9928421,https://www.courtlistener.com/api/rest/v4/clusters/9928421/,RA; claims; csv; phase2_extraction,,
9928443_2022_Hume v. Guardian Management LLC_ord,Hume v. Guardian Management LLC,D. Or.,2022,9928443,https://www.courtlistener.com/api/rest/v4/clusters/9928443/,RA; 3604; claims; csv,,
9928755_2022_Gibson v. Community Development Partners (CDP)_ord,Gibson v. Community Development Partners,D. Or.,2022,9928755,https://www.courtlistener.com/api/rest/v4/clusters/9928755/,RA; 3604; claims; csv,on file with author,fbaf02aa50ef33d2b7f8101369bd0f292bc298c88effa28dcab3e9a20e501a8e
9928837_2022_Hume v. Guardian Management LLC_ord,"Michelle Hume v. Guardian Management LLC, Uptown Tower Apartments, and Lisa Simonson",D. Or.,2022,9928837,https://www.courtlistener.com/api/rest/v4/clusters/9928837/,RA; 3604; claims; csv,,
9928870_2022_Hume v. Guardian Management LLC_ord,Hume v. Guardian Management LLC,D. Or.,2022,9928870,https://www.courtlistener.com/api/rest/v4/clusters/9928870/,RA; 3604; claims; csv,,
9928913_2023_Hunter v. U.S. Department of Education_ord,,,,9928913,https://www.courtlistener.com/api/rest/v4/clusters/9928913/,RA; claims; csv,,
"9928967_2023_Bell Real Estate, Inc. v. Diaz_ord",,,,9928967,https://www.courtlistener.com/api/rest/v4/clusters/9928967/,RA; claims; csv,,
9928992_2023_Washington v. Farmington Estates Owners Association_ord,"Wilmore L. Washington, III v. Farmington Estates Owners Association",D. Or.,2023,9928992,https://www.courtlistener.com/api/rest/v4/clusters/9928992/,RA; claims; csv,,
9929172_2023_Schrader v. Pakseresht_ord,Schrader v. Pakseresht,D. Or.,2023,9929172,https://www.courtlistener.com/api/rest/v4/clusters/9929172/,RA; 3604; claims; csv,,
9929944_2023_Colasanti v. City of Portland_ord,,,,9929944,https://www.courtlistener.com/api/rest/v4/clusters/9929944/,RA; claims; csv,,
9930022_2023_Adgerson v. Central City Concern Housing Administration_ord,Robert L. Adgerson v. Central City Concern Housing Administration,D. Or.,2023,9930022,https://www.courtlistener.com/api/rest/v4/clusters/9930022/,RA; 3604; claims; csv,on file with author,96dfdb8eb785a35da720ceea2d4435b21f38c810c75f1c8dbc7283cbcb8a52b6
9930431_2024_Hume v. Guardian Management LLC_ord,Hume v. Guardian Management LLC,D. Or.,2024,9930431,https://www.courtlistener.com/api/rest/v4/clusters/9930431/,RA; 3604; claims; csv,,
9930678_2024_Boyce v. St. Vincent DePaul (Lane Co)_ord,Sonja Marie Boyce v. St. Vincent DePaul (Lane County),D. Or.,2024,9930678,https://www.courtlistener.com/api/rest/v4/clusters/9930678/,RA; 3604; claims; csv,on file with author,99b1a50ac9164de047a029c65fb239a23a8e884c01fa438be61b27c1b108362d
9930843_2024_Boyce v. St. Vincent DePaul (Lane Co)_ord,Sonja Marie Boyce v. St. Vincent DePaul (Lane County),D. Or.,2024,9930843,https://www.courtlistener.com/api/rest/v4/clusters/9930843/,RA; claims; csv; phase1_patch,on file with author,e210754c1e8762b4c80c48209e0fe2e5de96487afddcf48d12f5b6a5298f8797
9930903_2024_Washington v. Farmington Estates Owners Association_ord,"Wilmore Lee Washington, III v. Farmington Estates Owners Association",D. Or.,2024,9930903,https://www.courtlistener.com/api/rest/v4/clusters/9930903/,RA; claims; csv,,
9931745_2020_EL v. PEOPLE'S EMERGENCY CENTER_paed,Magistrate Mahdi Sufi El v. People's Emergency Center,E.D. Pa.,2020,9931745,https://www.courtlistener.com/api/rest/v4/clusters/9931745/,3604; claims; csv,on file with author,33da6ea96891cecdaa522bcc6f16ee72cfa7420c6f353c750c5f82dfb6dc2513
9932121_2020_APONTE v. UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT_paed,Shanicqua Aponte v. United States Department of Housing and Urban Development,E.D. Pa.,2020,9932121,https://www.courtlistener.com/api/rest/v4/clusters/9932121/,3604; claims; csv,on file with author,8c882b3c7941e08a734152e340ae388fa8b846d147ac033224ee3d0b9d7969c2
"9932182_2020_HORIZON HOUSE, INC. v. EAST NORRITON TOWNSHIP_paed","Horizon House, Inc. v. East Norriton Township",E.D. Pa.,2020,9932182,https://www.courtlistener.com/api/rest/v4/clusters/9932182/,3604; claims; csv,on file with author,fbefbafa410d1171560bab439c2e9d83b682d79db50fc9dbf96b4286a0a3ff8a
9932222_2020_GLYNN v. ELLSWORTH CONGREGATION OF LEHOVAH'S WITNESSES_paed,Glynn v. Ellsworth Congregation of Jehovah's Witnesses,E.D. Pa.,2020,9932222,https://www.courtlistener.com/api/rest/v4/clusters/9932222/,3604; claims; csv; phase1_patch; phase2_extraction,,
9932283_2020_COYNE v. HOLY FAMILY APARTMENTS_paed,"Catherine Coyne v. Holy Family Apartments, Allentown Archdiocese, Randy Wadsworth, Karen Ohm, Sarosky Heating & Air Conditioning, and HUD",E.D. Pa.,2020,9932283,https://www.courtlistener.com/api/rest/v4/clusters/9932283/,3604; claims; csv,on file with author,055b7359c41c6e9bb44eca35ca404fb6da52032a55d9b1b8e2cad4aca511819d
9932569_2020_WOMACK v. HOUSING AUTHORITY OF CHESTER COUNTY_paed,Womack v. Housing Authority of Chester County,E.D. Pa.,2020,9932569,https://www.courtlistener.com/api/rest/v4/clusters/9932569/,3604; claims; csv,,
9932975_2020_HAPCO v. CITY OF PHILADELPHIA_paed,,,,9932975,https://www.courtlistener.com/api/rest/v4/clusters/9932975/,3604; claims,,
9933567_2020_DAVIS v. RUBIN_paed,Davis v. Rubin,E.D. Pa.,2020,9933567,https://www.courtlistener.com/api/rest/v4/clusters/9933567/,3604; claims; csv,on file with author,4c8ee1ffc7ed68a64e8832e843575751094d68bb0744587722320c2422a787b4
9933726_2021_FRANKEL v. KESSLER_paed,,,,9933726,https://www.courtlistener.com/api/rest/v4/clusters/9933726/,RA; claims,,
9933772_2021_LEE v. HUD_paed,"Thermuthis Lee v. HUD, et al.",E.D. Pa.,2021,9933772,https://www.courtlistener.com/api/rest/v4/clusters/9933772/,RA; 3604; claims; csv,on file with author,98f23a22f182f7399bb208fe679b1ad60c27926e3cb26a4adfdcf35407816b5c
9934255_2021_DEJESUS v. VICKY_paed,Alexy Dejesus v. Vicky; Arbor Village & Old Forge Apartments,E.D. Pa.,2021,9934255,https://www.courtlistener.com/api/rest/v4/clusters/9934255/,RA; 3604; claims; csv; phase1_patch,on file with author,bb79b982b22df8d8fb6238f4704c38580dbb410ab95d66329332383dce9cc598
9934384_2021_LAPENSOHN v. HUDSON CITY SAVINGS BANK_paed,,,,9934384,https://www.courtlistener.com/api/rest/v4/clusters/9934384/,RA; claims,,
